address,name,kind,comment
0x40C2BC,div32_sat_u16,func,"VERIFIED-STATIC (B9, issue #17). min(((hi<<16)|lo)/div, 0xFFFF); 0xFFFF when div == 0. The callers split a 32-bit product across hi/lo, so it is a saturating 32/16 divide"
0x410060,mul_shr15_sat,func,"VERIFIED-STATIC (B9, issue #17). min((a*b)>>15, 0xFFFF)"
0x8031F4,prsoll_w,var,"VERIFIED-STATIC for the use, COMMUNITY for the name (B9, issue #17). u16 rail-pressure setpoint, 1 LSB = 0.005 bar. Written only by hdrpsol_main (0x45872C). VCDS measuring id 501. re/findings/rail.md section 3.5"
0x8031CA,prdiff_w,var,"VERIFIED-STATIC (B9, issue #17). s16 = prsoll - prist, 1 LSB = 0.005 bar, the input of both HDR gain curves. VCDS measuring id 1691"
0x8031F0,prsoll_raw,var,"VERIFIED-STATIC (B9, issue #17). u16 KFPRSOL* map output before KLPRMAX, the floor and the rate limiter"
0x8031F2,prsoll_lim,var,"VERIFIED-STATIC (B9, issue #17). u16 setpoint after the KLPRMAX ceiling (22000) and the PRSOLMN floor (7000), before the rate limiter"
0x8031EE,prsoll_ratelim,var,"VERIFIED-STATIC (B9, issue #17). u16 setpoint after the pump-volume rate limit: clamp(prsoll_lim, prev - 0x8031E6, prev + 0x8031E8)"
0x8031F6,vhdp_spare,var,"VERIFIED-STATIC (B9, issue #17). u16 spare pump volume = (VHDPMX 25120 - vhdp_dem 0x803212) * 0.1; zero means the pump is at its limit. Sets the UP rate of prsoll"
0x803212,vhdp_dem,var,"VERIFIED-STATIC (B9, issue #17). u16 steady-state pump volume demand from %VSTMSV; subtracted from VHDPMX to give the spare volume"
0x8031FE,kaparail_w,var,"VERIFIED-STATIC (B9, issue #17). u16 rail/fuel compressibility from KFKAPAKR (0x5D5628); the volume-per-bar factor of both the setpoint rate limiter and the HDR output conversion"
0x8031D2,hdr_vol_out,var,"VERIFIED-STATIC (B9, issue #17). s16 HDR controller output converted into a volume; %AMSV adds it to the feed-forward 0x80320A. VCDS measuring id 1687"
0x8031CC,hdrr_w,var,"VERIFIED-STATIC (B9, issue #17). s16 sum of the HDR P and I branches. VCDS measuring id 516"
0x80316E,vmsv_limited,var,"VERIFIED-STATIC (B9, issue #17). u16 MSV volume request after the pump volume limit VMSVMX (0x5D4BC6 = 5000). Pinned at 5000 means the pump is saturated - the single best log signal for a flex-fuel rail raise"
0x803176,vmsv_dem,var,"VERIFIED-STATIC (B9, issue #17). u16 total MSV volume demand (feed-forward + HDR output) before the limit"
0x803164,dwmsvs_w,var,"HYPOTHESIS for the name, VERIFIED-STATIC for the use (B9, issue #17). s16 MSV switch-off angle written by amsv_main"
0x803168,dwmsvo_w,var,"HYPOTHESIS for the name, VERIFIED-STATIC for the use (B9, issue #17). s16 MSV switch-on angle written by amsv_main"
0x80201E,fuel_fault_bits,var,"VERIFIED-STATIC (B9, issue #17). u8 fuel-system fault byte written by the rail-pressure diagnosis at 0x0F3148 / 0x0F3264 / 0x0F33B0. bit 4 = sensor fault (prist falls back to 0x80201A), bit 5 = bit2|bit6 built at 0x0F3338-0x0F3350 and the ONLY thing that arms the injection-window charge limit 0x803070. re/findings/rail.md section 10"
0x803070,rl_max_window,var,"VERIFIED-STATIC (B9, issue #17). u16 relative-charge limit derived from the available injection window: ((0x7FD28F - 0x7FD290 + 280) * 13) << 15 / k_nmot, or 0xFFFF when 0x80201E & 0x20 is clear. Limp-home only. re/findings/rail.md section 10"
0x80235A,rl_max_arb,var,"VERIFIED-STATIC (B9, issue #17). u16 min(0x80234C, rl_max_window, 0x802358, 0x802360, 0x80235E), computed at 0x0C7CF8. VCDS measuring id 2051. Feeds the final charge limit 0x80360E"
0x80360E,rl_max_final,var,"VERIFIED-STATIC (B9, issue #17). u16 final permitted relative charge, read by the torque structure / throttle path at 0x42AA0C, 0x42AA60, 0x435B48 and 0x0E8B10"
0x80307E,wbho1s_w,var,"VERIFIED-STATIC (B9, issue #17). s16 start-of-injection angle actually used, 1 LSB = 3/128 degCA. awea_ti_to_angle advances it when wbho1s - dwi <= 0x7FD290*32 (50.25 degCA) and caps it at 0x7FD28F*32 + 0x2300 (360.0 degCA). Log it against dwi 0x803088. re/findings/rail.md section 9.3"
0x803078,wbho1s_set,var,"VERIFIED-STATIC (B9, issue #17). s16 start-of-injection angle setpoint from KFWBHO1SW/KFWBHO1SWE, written by awea_angles"
0x803072,k_nmot_angle,var,"VERIFIED-STATIC (B9, issue #17). u16 = (nmot_w * 34360) >> 16 = rpm * 2.0971680, written at 0x41B9B8 and 0x41BD90. dwi = (ti * k_nmot) >> 13. With the angle LSB 3/128 degCA this forces ti = 1 us per LSB. re/findings/rail.md section 8"
0x7FD290,dwbho1smn_w,var,"VERIFIED-STATIC (B9, issue #17). u8 required end-of-injection margin from KLWBHO1SMX (0x5D3BF6); 67 = 50.25 degCA in this dataset. The threshold of the injection-window check"
0x7FD28F,wbho1smx_w,var,"VERIFIED-STATIC (B9, issue #17). u8 latest permitted start of injection from the curve 0x5D3BE2; 200 = 150 degCA above the 0x2300 base = 360.0 degCA. Init default 0xC8 at 0x131250"
0x80306E,prist_ratio,var,"VERIFIED-STATIC (B9, issue #17). u16 = min((prist*2)<<16 / 0x7FEFAE, 0xFFFF), the axis input of KLWBHO1SMX"
0x7FEA48,b_wbh_invalid,var,"VERIFIED-STATIC (B9, issue #17). u8 flag set by awea_angles when prist > PRWBHMX (0x5D3CDC = 2600 = 13.0 bar); gates the injection-window model"
0x7FD2F4,hdr_enable_bits,var,"VERIFIED-STATIC (B9, issue #17). u8 enable set of the HDR integrator: bit1 actuator not on its limit, bit2 sensor OK, bit3/bit4 operating windows, bit5 nmot in 1500..3500 min^-1, bit6 setpoint settled, bit7 temperature gate"
0x5D5324,KFPRSOLHOM,const,"VERIFIED-STATIC (B9, issue #17). 8x8 u16 homogeneous rail-pressure setpoint map, rows = nmot (axis 0x5D558A), columns = load (axis 0x5D5578), 1 LSB = 0.005 bar: 7000..19000 = 35..95 bar. The primary target of a flex-fuel rail raise. re/findings/rail.md section 3.2"
0x5D52A4,KFPRSOLSCH,const,"HYPOTHESIS for the FR name, VERIFIED-STATIC for the rest (B9, issue #17). 8x8 u16 setpoint map selected by 0x7FB69A bit 1, 10000..20000 = 50..100 bar"
0x5D5224,KFPRSOLKH,const,"HYPOTHESIS for the FR name, VERIFIED-STATIC for the rest (B9, issue #17). 8x8 u16 setpoint map selected by 0x7FB69A bit 7, 7000..19000 = 35..95 bar"
0x5D53A4,KFPRSOLHMM,const,"HYPOTHESIS for the FR name, VERIFIED-STATIC for the rest (B9, issue #17). 8x8 u16 setpoint map selected by 0x7FB69A bit 4 / bit 2 / 0x80156F bit 0, 12000..19000 = 60..95 bar"
0x5D54A4,KFPRSOLHKS,const,"HYPOTHESIS for the FR name, VERIFIED-STATIC for the rest (B9, issue #17). 8x8 u16 setpoint map selected by 0x7FB69A bit 3, 12000..20000 = 60..100 bar"
0x5D5424,KFPRSOLOFF,const,"VERIFIED-STATIC (B9, issue #17). 8x8 u16 additive setpoint offset, 0..5000 = 0..+25 bar, summed into KFPRSOLHOM and KFPRSOLHKS because CWPRSOL (0x5D521E) bit 5 is set; weighted by the 6-point s8 curve 0x5D5559 over a temperature. The cheapest code-free hook for an E-blend-dependent rail raise"
0x5D5578,axis_prsol_load,const,"VERIFIED-STATIC (B9, issue #17). {u16 n=8; u16 axis[8]} = 0, 6554, 13107, 19661, 26214, 39322, 52429, 65535 - 0/10/20/30/40/60/80/100 % of a 16-bit full scale. Column axis of every KFPRSOL* map; input 0x803508 from the torque structure"
0x5D558A,axis_prsol_nmot,const,"VERIFIED-STATIC (B9, issue #17). {u16 n=8; u16 axis[8]} = 3000, 5000, 8000, 10000, 14000, 18000, 22800, 24800 = 750..6200 min^-1. Row axis of every KFPRSOL* map"
0x5D5546,KLPRMAX,const,"VERIFIED-STATIC (B9, issue #17). Six u16, ALL 22000 = 110.0 bar: the rail-pressure setpoint ceiling, over the u8 axis 0x5D553F. The single constant that caps any flex-fuel rail raise; 110 bar is the published VW maximum, which is what fixes the 0.005 bar/LSB scaling. re/findings/rail.md section 2a"
0x5D5572,PRSOLMN,const,"VERIFIED-STATIC (B9, issue #17). u16 = 7000 = 35.0 bar, the setpoint floor"
0x5D521E,CWPRSOL,const,"VERIFIED-STATIC (B9, issue #17). u8 = 0x2E. bit0 fixed setpoint (clear), bit3 track prist while starting (set), bit4 use the filtered setpoint (clear), bit5 add KFPRSOLOFF (set)"
0x5D559C,VHDPMX,const,"VERIFIED-STATIC (B9, issue #17). u16 = 25120, the maximum pump delivery. VHDPMX - vhdp_dem is the spare volume that sets the UP rate limit of prsoll - the pump volume limit in its rate-limiting role. re/findings/rail.md section 3.4"
0x5D4BC6,VMSVMX,const,"VERIFIED-STATIC (B9, issue #17). u16 = 5000, the MSV volume clamp in %AMSV: 0x80316E = min(0x80316C, 5000). The hard pump delivery limit per stroke"
0x5D51C0,KLGPHDR,const,"VERIFIED-STATIC (B9, issue #17). {u16 n=7; s16 axis[7] @0x5D51C2; u16 val[7] @0x5D51D0}: HDR P gain over prdiff. Axis -3018, -1000, -300, 0, 300, 1000, 3000 (-15..+15 bar); values 456, 561, 655, 918, 655, 561, 457"
0x5D51DE,KLBIHDR,const,"VERIFIED-STATIC (B9, issue #17). {u16 n=7; s16 axis[7] @0x5D51E0; u16 val[7] @0x5D51EE}: HDR I gain over prdiff"
0x5D518A,KLDSKV_sensor,const,"VERIFIED-STATIC (B9, issue #17). {u16 n=3; u16 axis[3]; u16 val[3]} rail-pressure sensor characteristic: ADC 1632, 5899, 16384 -> 0, 9000, 31120, one straight line. ADC 16384 = 5.000 V, so zero pressure sits at 0.498 V: a 0.5/4.5 V ratiometric sensor with about 138 bar full scale at 0.005 bar/LSB. re/findings/rail.md section 2c"
0x5D5628,KFKAPAKR,const,"VERIFIED-STATIC (B9, issue #17). 10x10 u16 fuel/rail compressibility map over (0x7FD2FA, rail pressure), axes 0x5D560A and 0x5D5614. Result kaparail_w 0x8031FE"
0x5D4B44,KLDWMSV,const,"VERIFIED-STATIC (B9, issue #17). 35 x s16 volume -> MSV closing angle over the u16 axis 0x5D4AFE; result 0x803166, clamped to 0..1100"
0x5D49CC,CWAMSV,const,"VERIFIED-STATIC (B9, issue #17). u8 = 0xD3. bit0 = add the HDR controller output to the MSV feed-forward (SET, so the loop is closed); bit5 = fixed volume (clear)"
0x5D3A83,KFWBHO1SW,const,"VERIFIED-STATIC (B9, issue #17). 8 columns (rl axis 0x5C88DB) x 10 rows (nmot axis 0x5C88A8) u8 start-of-injection angle, 0.75 degCA per count plus the 0x2300 = 210.0 degCA base: 210..330 degCA. re/findings/rail.md section 9.2"
0x5D3A33,KFWBHO1SWE,const,"VERIFIED-STATIC (B9, issue #17). The second 8x10 u8 start-of-injection map, same axes, selected when 0x7FD419 <= 25 (u8 @ 0x5D3970): 80..240 counts = 270..390 degCA"
0x5D3971,KFDWBHO1SK,const,"VERIFIED-STATIC (B9, issue #17). 8x10 s8 correction added to the start-of-injection angle as (map * 0x7FD28E) >> 3; -64..0 counts = -48..0 degCA"
0x5C88A8,axis_awea_nmot,const,"VERIFIED-STATIC (B9, issue #17). {u8 n=10; u8 axis[10]} = 19, 25, 38, 50, 63, 75, 88, 100, 125, 155 = about 760..6200 min^-1 (40 min^-1 per LSB). Row axis of the three %AWEA angle maps; searched once at 0x115C08, key in 0x7FD804"
0x5C88DB,axis_awea_rl,const,"VERIFIED-STATIC (B9, issue #17). {u8 n=8; u8 axis[8]} = 13, 27, 40, 53, 67, 80, 93, 107 over the u8 relative charge 0x7FEF74. Column axis of the three %AWEA angle maps; searched once at 0x115C18, key in 0x7FD83C"
0x5D3BE8,KLWBHO1SMX,const,"VERIFIED-STATIC (B9, issue #17). {u8 n=6; u16 axis[6] @0x5D3BEA; u8 val[6] @0x5D3BF6} = ALL 67 = 50.25 degCA: the required margin between the end of injection and the window reference. Result 0x7FD290, the threshold of the injection-window check. re/findings/rail.md section 9.1"
0x5D3BDB,KLWBHO1SLT,const,"VERIFIED-STATIC (B9, issue #17). {u8 n=6; u8 axis[6]; u8 val[6] @0x5D3BE2} = ALL 200 = 150 degCA above the 0x2300 base, i.e. 360.0 degCA: the latest permitted start of injection. Result 0x7FD28F"
0x5D396F,KVWBHRL,const,"VERIFIED-STATIC (B9, issue #17). u8 = 13, converts the available injection window into the relative-charge limit 0x803070. re/findings/rail.md section 10"
0x5D3CDC,PRWBHMX,const,"VERIFIED-STATIC (B9, issue #17). u16 = 2600 = 13.0 bar; prist above it sets 0x7FEA48 and invalidates the injection-window model"
0x409834,esausg_output,func,"VERIFIED-STATIC (B9, issue #17). %ESAUSG: the injection output stage. Converts the per-cylinder start angles 0x80309C[6] / 0x8030A8[6] against the reference array tbl_cyl_ref_angle (0x409CA0) with a mod-0x7800 wrap, scales by 15/64 into the TPU unit of 0.1 degCA and calls the drivers through the function pointers 0x7FCDC8 / 0x7FCDCC. It also programs the HARD INJECTION CUT-OFF angle (reference - 0x7FD290*0x20 = 50.25 degCA) and passes b_wbh_invalid == 0 as the enable - so the cut-off is armed only while rail pressure is at or below PRWBHMX (13.0 bar). re/findings/rail.md section 14"
0x409CA0,tbl_cyl_ref_angle,const,"VERIFIED-STATIC (B9, issue #17). u16[6] = 3072, 8192, 13312, 18432, 23552, 28672 = 72, 192, 312, 432, 552, 672 degCA at 3/128 degCA per LSB - the six per-cylinder reference angles, spaced exactly 120 degCA. Together with the mod-0x7800 (= 720 degCA) wrap in esausg_output this is the proof of the angle unit and hence of ti = 1 us per LSB. re/findings/rail.md section 14.1"
