# stock run 1 of 2: same scenario, first power-up
# ecu: 03H906032 / 1037382557 (synthetic, not a real recording)
# dump_sha256: b15590d3f1874ace3125c5d047c09a686db9b8bb498187663539ebab205609b3
# transport: synthetic
# power_up_offset: raster_setA_10ms_count = 14830 at t = 0, i.e. 0.000 s of ECU time into the scenario
time_s,var,value,unit
0.950,ti_1_w,1.4937,ms
0.950,wkr_w,-0.0206,degKW
1.000,B_stend,1.0000,bit
1.000,lamsoni_w,1.0040,-
1.000,nmot_w,770.2053,rpm
1.000,raster_setA_10ms_count,14930,count
1.000,rl_w,16.8223,%
1.000,ti_1_w,1.4934,ms
1.000,tmot_w,82.4067,degC
1.000,wkr_w,0.0493,degKW
1.050,lamsoni_w,1.0034,-
1.050,nmot_w,778.7066,rpm
1.050,raster_setA_10ms_count,14935,count
1.050,rl_w,17.3869,%
1.050,ti_1_w,1.5027,ms
1.050,wkr_w,-0.0978,degKW
1.100,lamsoni_w,1.0010,-
1.100,nmot_w,783.3670,rpm
1.100,raster_setA_10ms_count,14940,count
1.100,rl_w,17.0665,%
1.100,ti_1_w,1.4898,ms
1.100,wkr_w,0.0151,degKW
1.150,lamsoni_w,1.0005,-
1.150,nmot_w,791.9392,rpm
1.150,raster_setA_10ms_count,14945,count
1.150,rl_w,17.2693,%
1.150,ti_1_w,1.4921,ms
1.150,wkr_w,0.1377,degKW
1.200,lamsoni_w,1.0024,-
1.200,nmot_w,793.7531,rpm
1.200,raster_setA_10ms_count,14950,count
1.200,rl_w,17.0322,%
1.200,ti_1_w,1.4912,ms
1.200,wkr_w,-0.0712,degKW
1.250,lamsoni_w,1.0037,-
1.250,nmot_w,798.9217,rpm
1.250,raster_setA_10ms_count,14955,count
1.250,rl_w,16.8039,%
1.250,ti_1_w,1.5024,ms
1.250,wkr_w,0.0862,degKW
1.300,lamsoni_w,0.9985,-
1.300,nmot_w,800.5084,rpm
1.300,raster_setA_10ms_count,14960,count
1.300,rl_w,17.3804,%
1.300,ti_1_w,1.4946,ms
1.300,wkr_w,-0.0030,degKW
1.350,lamsoni_w,1.0018,-
1.350,nmot_w,797.4428,rpm
1.350,raster_setA_10ms_count,14965,count
1.350,rl_w,16.6310,%
1.350,ti_1_w,1.4895,ms
1.350,wkr_w,-0.0602,degKW
1.400,lamsoni_w,0.9982,-
1.400,nmot_w,795.3865,rpm
1.400,raster_setA_10ms_count,14970,count
1.400,rl_w,16.7870,%
1.400,ti_1_w,1.4885,ms
1.400,wkr_w,-0.0148,degKW
1.450,lamsoni_w,0.9998,-
1.450,nmot_w,789.6952,rpm
1.450,raster_setA_10ms_count,14975,count
1.450,rl_w,16.7141,%
1.450,ti_1_w,1.4964,ms
1.450,wkr_w,0.0937,degKW
1.500,B_stend,1.0000,bit
1.500,lamsoni_w,1.0022,-
1.500,nmot_w,786.3540,rpm
1.500,raster_setA_10ms_count,14980,count
1.500,rl_w,17.2822,%
1.500,ti_1_w,1.4925,ms
1.500,tmot_w,82.3585,degC
1.500,wkr_w,0.0291,degKW
1.550,lamsoni_w,0.9969,-
1.550,nmot_w,783.5250,rpm
1.550,raster_setA_10ms_count,14985,count
1.550,rl_w,17.0133,%
1.550,ti_1_w,1.4968,ms
1.550,wkr_w,-0.0394,degKW
1.600,lamsoni_w,0.9978,-
1.600,nmot_w,779.3326,rpm
1.600,raster_setA_10ms_count,14990,count
1.600,rl_w,16.9353,%
1.600,ti_1_w,1.4909,ms
1.600,wkr_w,-0.1094,degKW
1.650,lamsoni_w,1.0001,-
1.650,nmot_w,765.3956,rpm
1.650,raster_setA_10ms_count,14995,count
1.650,rl_w,16.9487,%
1.650,ti_1_w,1.4948,ms
1.650,wkr_w,0.0446,degKW
1.700,lamsoni_w,0.9967,-
1.700,nmot_w,769.5611,rpm
1.700,raster_setA_10ms_count,15000,count
1.700,rl_w,17.2034,%
1.700,ti_1_w,1.4891,ms
1.700,wkr_w,-0.0197,degKW
1.750,lamsoni_w,0.9972,-
1.750,nmot_w,760.3119,rpm
1.750,raster_setA_10ms_count,15005,count
1.750,rl_w,17.2830,%
1.750,ti_1_w,1.4887,ms
1.750,wkr_w,0.0579,degKW
1.800,lamsoni_w,0.9989,-
1.800,nmot_w,754.8226,rpm
1.800,raster_setA_10ms_count,15010,count
1.800,rl_w,17.2841,%
1.800,ti_1_w,1.4964,ms
1.800,wkr_w,0.1328,degKW
1.850,lamsoni_w,0.9965,-
1.850,nmot_w,761.1192,rpm
1.850,raster_setA_10ms_count,15015,count
1.850,rl_w,16.8880,%
1.850,ti_1_w,1.4990,ms
1.850,wkr_w,-0.1179,degKW
1.900,lamsoni_w,1.0035,-
1.900,nmot_w,760.4766,rpm
1.900,raster_setA_10ms_count,15020,count
1.900,rl_w,16.8285,%
1.900,ti_1_w,1.4893,ms
1.900,wkr_w,0.1422,degKW
1.950,lamsoni_w,0.9999,-
1.950,nmot_w,765.4220,rpm
1.950,raster_setA_10ms_count,15025,count
1.950,rl_w,16.9198,%
1.950,ti_1_w,1.4957,ms
1.950,wkr_w,0.0367,degKW
2.000,B_stend,1.0000,bit
2.000,lamsoni_w,0.9981,-
2.000,nmot_w,769.3136,rpm
2.000,raster_setA_10ms_count,15030,count
2.000,rl_w,17.2622,%
2.000,ti_1_w,1.4997,ms
2.000,tmot_w,82.8978,degC
2.000,wkr_w,0.1427,degKW
2.050,lamsoni_w,1.0010,-
2.050,nmot_w,769.3301,rpm
2.050,raster_setA_10ms_count,15035,count
2.050,rl_w,17.3401,%
2.050,ti_1_w,1.4925,ms
2.050,wkr_w,-0.0189,degKW
2.100,lamsoni_w,1.0021,-
2.100,nmot_w,786.2398,rpm
2.100,raster_setA_10ms_count,15040,count
2.100,rl_w,16.6545,%
2.100,ti_1_w,1.4945,ms
2.100,wkr_w,-0.1211,degKW
2.150,lamsoni_w,0.9996,-
2.150,nmot_w,783.8939,rpm
2.150,raster_setA_10ms_count,15045,count
2.150,rl_w,17.3560,%
2.150,ti_1_w,1.5020,ms
2.150,wkr_w,0.0219,degKW
2.200,lamsoni_w,0.9994,-
2.200,nmot_w,795.2630,rpm
2.200,raster_setA_10ms_count,15050,count
2.200,rl_w,16.6449,%
2.200,ti_1_w,1.5004,ms
2.200,wkr_w,-0.0414,degKW
2.250,lamsoni_w,1.0031,-
2.250,nmot_w,801.0178,rpm
2.250,raster_setA_10ms_count,15055,count
2.250,rl_w,17.3356,%
2.250,ti_1_w,1.4874,ms
2.250,wkr_w,-0.0391,degKW
2.300,lamsoni_w,1.0012,-
2.300,nmot_w,804.7986,rpm
2.300,raster_setA_10ms_count,15060,count
2.300,rl_w,16.6991,%
2.300,ti_1_w,1.4910,ms
2.300,wkr_w,0.1270,degKW
2.350,lamsoni_w,0.9985,-
2.350,nmot_w,799.4575,rpm
2.350,raster_setA_10ms_count,15065,count
2.350,rl_w,17.3709,%
2.350,ti_1_w,1.5018,ms
2.350,wkr_w,-0.1071,degKW
2.400,lamsoni_w,1.0012,-
2.400,nmot_w,803.5370,rpm
2.400,raster_setA_10ms_count,15070,count
2.400,rl_w,16.8146,%
2.400,ti_1_w,1.4958,ms
2.400,wkr_w,-0.1338,degKW
2.450,lamsoni_w,0.9962,-
2.450,nmot_w,794.7746,rpm
2.450,raster_setA_10ms_count,15075,count
2.450,rl_w,17.2153,%
2.450,ti_1_w,1.4963,ms
2.450,wkr_w,0.0805,degKW
2.500,B_stend,1.0000,bit
2.500,lamsoni_w,1.0039,-
2.500,nmot_w,791.5687,rpm
2.500,raster_setA_10ms_count,15080,count
2.500,rl_w,16.6321,%
2.500,ti_1_w,1.5022,ms
2.500,tmot_w,82.8247,degC
2.500,wkr_w,-0.0884,degKW
2.550,lamsoni_w,1.0028,-
2.550,nmot_w,790.3892,rpm
2.550,raster_setA_10ms_count,15085,count
2.550,rl_w,16.9150,%
2.550,ti_1_w,1.5017,ms
2.550,wkr_w,-0.0166,degKW
2.600,lamsoni_w,1.0008,-
2.600,nmot_w,782.6487,rpm
2.600,raster_setA_10ms_count,15090,count
2.600,rl_w,17.0319,%
2.600,ti_1_w,1.4933,ms
2.600,wkr_w,0.1065,degKW
2.650,lamsoni_w,1.0001,-
2.650,nmot_w,770.5813,rpm
2.650,raster_setA_10ms_count,15095,count
2.650,rl_w,17.3844,%
2.650,ti_1_w,1.4980,ms
2.650,wkr_w,0.1432,degKW
2.700,lamsoni_w,1.0011,-
2.700,nmot_w,769.8314,rpm
2.700,raster_setA_10ms_count,15100,count
2.700,rl_w,17.2056,%
2.700,ti_1_w,1.4944,ms
2.700,wkr_w,-0.0060,degKW
2.750,lamsoni_w,1.0007,-
2.750,nmot_w,760.8847,rpm
2.750,raster_setA_10ms_count,15105,count
2.750,rl_w,16.9388,%
2.750,ti_1_w,1.4996,ms
2.750,wkr_w,-0.0008,degKW
2.800,lamsoni_w,1.0029,-
2.800,nmot_w,764.6303,rpm
2.800,raster_setA_10ms_count,15110,count
2.800,rl_w,17.3929,%
2.800,ti_1_w,1.4907,ms
2.800,wkr_w,-0.1080,degKW
2.850,lamsoni_w,0.9967,-
2.850,nmot_w,765.1643,rpm
2.850,raster_setA_10ms_count,15115,count
2.850,rl_w,16.9098,%
2.850,ti_1_w,1.4914,ms
2.850,wkr_w,-0.0087,degKW
2.900,lamsoni_w,1.0004,-
2.900,nmot_w,755.7424,rpm
2.900,raster_setA_10ms_count,15120,count
2.900,rl_w,16.8571,%
2.900,ti_1_w,1.4978,ms
2.900,wkr_w,-0.0844,degKW
2.950,lamsoni_w,0.9988,-
2.950,nmot_w,766.2056,rpm
2.950,raster_setA_10ms_count,15125,count
2.950,rl_w,16.8013,%
2.950,ti_1_w,1.5010,ms
2.950,wkr_w,-0.1425,degKW
3.000,B_stend,1.0000,bit
3.000,lamsoni_w,0.9995,-
3.000,nmot_w,763.6700,rpm
3.000,raster_setA_10ms_count,15130,count
3.000,rl_w,17.3479,%
3.000,ti_1_w,1.4908,ms
3.000,tmot_w,83.0508,degC
3.000,wkr_w,-0.0791,degKW
3.050,lamsoni_w,1.0004,-
3.050,nmot_w,770.3100,rpm
3.050,raster_setA_10ms_count,15135,count
3.050,rl_w,17.3337,%
3.050,ti_1_w,1.4994,ms
3.050,wkr_w,0.1156,degKW
3.100,lamsoni_w,0.9998,-
3.100,nmot_w,776.7504,rpm
3.100,raster_setA_10ms_count,15140,count
3.100,rl_w,16.9617,%
3.100,ti_1_w,1.4922,ms
3.100,wkr_w,0.0560,degKW
3.150,lamsoni_w,0.9989,-
3.150,nmot_w,780.7208,rpm
3.150,raster_setA_10ms_count,15145,count
3.150,rl_w,16.8329,%
3.150,ti_1_w,1.4913,ms
3.150,wkr_w,0.0003,degKW
3.200,lamsoni_w,1.0031,-
3.200,nmot_w,782.7239,rpm
3.200,raster_setA_10ms_count,15150,count
3.200,rl_w,16.6551,%
3.200,ti_1_w,1.4986,ms
3.200,wkr_w,0.1310,degKW
3.250,lamsoni_w,0.9978,-
3.250,nmot_w,790.2600,rpm
3.250,raster_setA_10ms_count,15155,count
3.250,rl_w,16.6799,%
3.250,ti_1_w,1.5027,ms
3.250,wkr_w,-0.1391,degKW
3.300,lamsoni_w,1.0040,-
3.300,nmot_w,790.6184,rpm
3.300,raster_setA_10ms_count,15160,count
3.300,rl_w,16.8072,%
3.300,ti_1_w,1.4982,ms
3.300,wkr_w,0.0676,degKW
3.350,lamsoni_w,1.0009,-
3.350,nmot_w,800.9498,rpm
3.350,raster_setA_10ms_count,15165,count
3.350,rl_w,17.2287,%
3.350,ti_1_w,1.4872,ms
3.350,wkr_w,0.0856,degKW
3.400,lamsoni_w,0.9968,-
3.400,nmot_w,803.0153,rpm
3.400,raster_setA_10ms_count,15170,count
3.400,rl_w,17.2460,%
3.400,ti_1_w,1.4885,ms
3.400,wkr_w,-0.1166,degKW
3.450,lamsoni_w,1.0014,-
3.450,nmot_w,794.2151,rpm
3.450,raster_setA_10ms_count,15175,count
3.450,rl_w,16.6272,%
3.450,ti_1_w,1.4874,ms
3.450,wkr_w,-0.1460,degKW
3.500,B_stend,1.0000,bit
3.500,lamsoni_w,0.9974,-
3.500,nmot_w,793.2556,rpm
3.500,raster_setA_10ms_count,15180,count
3.500,rl_w,17.3679,%
3.500,ti_1_w,1.4889,ms
3.500,tmot_w,83.1416,degC
3.500,wkr_w,-0.0945,degKW
3.550,lamsoni_w,1.0021,-
3.550,nmot_w,788.0625,rpm
3.550,raster_setA_10ms_count,15185,count
3.550,rl_w,16.8461,%
3.550,ti_1_w,1.4929,ms
3.550,wkr_w,-0.0905,degKW
3.600,lamsoni_w,1.0032,-
3.600,nmot_w,786.3821,rpm
3.600,raster_setA_10ms_count,15190,count
3.600,rl_w,16.8763,%
3.600,ti_1_w,1.4963,ms
3.600,wkr_w,0.1165,degKW
3.650,lamsoni_w,1.0006,-
3.650,nmot_w,785.9204,rpm
3.650,raster_setA_10ms_count,15195,count
3.650,rl_w,16.6245,%
3.650,ti_1_w,1.4889,ms
3.650,wkr_w,0.1324,degKW
3.700,lamsoni_w,0.9977,-
3.700,nmot_w,781.0514,rpm
3.700,raster_setA_10ms_count,15200,count
3.700,rl_w,17.3516,%
3.700,ti_1_w,1.4980,ms
3.700,wkr_w,-0.0833,degKW
3.750,lamsoni_w,0.9972,-
3.750,nmot_w,768.0143,rpm
3.750,raster_setA_10ms_count,15205,count
3.750,rl_w,16.6814,%
3.750,ti_1_w,1.4968,ms
3.750,wkr_w,-0.0389,degKW
3.800,lamsoni_w,0.9996,-
3.800,nmot_w,770.7023,rpm
3.800,raster_setA_10ms_count,15210,count
3.800,rl_w,17.0382,%
3.800,ti_1_w,1.4885,ms
3.800,wkr_w,-0.0385,degKW
3.850,lamsoni_w,0.9970,-
3.850,nmot_w,758.6698,rpm
3.850,raster_setA_10ms_count,15215,count
3.850,rl_w,17.1243,%
3.850,ti_1_w,1.4973,ms
3.850,wkr_w,0.0024,degKW
3.900,lamsoni_w,1.0008,-
3.900,nmot_w,754.3405,rpm
3.900,raster_setA_10ms_count,15220,count
3.900,rl_w,17.3955,%
3.900,ti_1_w,1.4908,ms
3.900,wkr_w,-0.0963,degKW
3.950,lamsoni_w,0.9989,-
3.950,nmot_w,756.1615,rpm
3.950,raster_setA_10ms_count,15225,count
3.950,rl_w,17.2024,%
3.950,ti_1_w,1.4966,ms
3.950,wkr_w,0.0658,degKW
4.000,B_stend,1.0000,bit
4.000,lamsoni_w,1.0021,-
4.000,nmot_w,766.7930,rpm
4.000,raster_setA_10ms_count,15230,count
4.000,rl_w,16.8080,%
4.000,ti_1_w,1.4999,ms
4.000,tmot_w,83.5027,degC
4.000,wkr_w,-0.0406,degKW
4.050,lamsoni_w,0.9915,-
4.050,nmot_w,837.1055,rpm
4.050,raster_setA_10ms_count,15235,count
4.050,rl_w,19.1567,%
4.050,ti_1_w,1.5686,ms
4.050,wkr_w,0.2545,degKW
4.100,lamsoni_w,0.9899,-
4.100,nmot_w,919.6700,rpm
4.100,raster_setA_10ms_count,15240,count
4.100,rl_w,21.1850,%
4.100,ti_1_w,1.6446,ms
4.100,wkr_w,0.2304,degKW
4.150,lamsoni_w,0.9850,-
4.150,nmot_w,994.4130,rpm
4.150,raster_setA_10ms_count,15245,count
4.150,rl_w,23.4598,%
4.150,ti_1_w,1.7327,ms
4.150,wkr_w,0.5670,degKW
4.200,lamsoni_w,0.9726,-
4.200,nmot_w,1076.0649,rpm
4.200,raster_setA_10ms_count,15250,count
4.200,rl_w,25.7052,%
4.200,ti_1_w,1.8141,ms
4.200,wkr_w,0.4702,degKW
4.250,lamsoni_w,0.9694,-
4.250,nmot_w,1163.0308,rpm
4.250,raster_setA_10ms_count,15255,count
4.250,rl_w,28.3222,%
4.250,ti_1_w,1.8809,ms
4.250,wkr_w,0.8637,degKW
4.300,lamsoni_w,0.9668,-
4.300,nmot_w,1236.7995,rpm
4.300,raster_setA_10ms_count,15260,count
4.300,rl_w,30.5713,%
4.300,ti_1_w,1.9745,ms
4.300,wkr_w,0.9827,degKW
4.350,lamsoni_w,0.9543,-
4.350,nmot_w,1321.6909,rpm
4.350,raster_setA_10ms_count,15265,count
4.350,rl_w,32.4534,%
4.350,ti_1_w,2.0460,ms
4.350,wkr_w,0.9026,degKW
4.400,lamsoni_w,0.9523,-
4.400,nmot_w,1394.3828,rpm
4.400,raster_setA_10ms_count,15270,count
4.400,rl_w,35.0375,%
4.400,ti_1_w,2.1189,ms
4.400,wkr_w,1.1157,degKW
4.450,lamsoni_w,0.9459,-
4.450,nmot_w,1480.2698,rpm
4.450,raster_setA_10ms_count,15275,count
4.450,rl_w,36.9258,%
4.450,ti_1_w,2.2092,ms
4.450,wkr_w,1.4038,degKW
4.500,B_stend,1.0000,bit
4.500,lamsoni_w,0.9366,-
4.500,nmot_w,1545.3984,rpm
4.500,raster_setA_10ms_count,15280,count
4.500,rl_w,39.8622,%
4.500,ti_1_w,2.2767,ms
4.500,tmot_w,83.7352,degC
4.500,wkr_w,1.3527,degKW
4.550,lamsoni_w,0.9314,-
4.550,nmot_w,1619.7056,rpm
4.550,raster_setA_10ms_count,15285,count
4.550,rl_w,41.3782,%
4.550,ti_1_w,2.3691,ms
4.550,wkr_w,1.5264,degKW
4.600,lamsoni_w,0.9246,-
4.600,nmot_w,1691.3119,rpm
4.600,raster_setA_10ms_count,15290,count
4.600,rl_w,44.2061,%
4.600,ti_1_w,2.4391,ms
4.600,wkr_w,1.8453,degKW
4.650,lamsoni_w,0.9234,-
4.650,nmot_w,1763.2542,rpm
4.650,raster_setA_10ms_count,15295,count
4.650,rl_w,46.6280,%
4.650,ti_1_w,2.5133,ms
4.650,wkr_w,1.8031,degKW
4.700,lamsoni_w,0.9154,-
4.700,nmot_w,1834.1936,rpm
4.700,raster_setA_10ms_count,15300,count
4.700,rl_w,48.3618,%
4.700,ti_1_w,2.5965,ms
4.700,wkr_w,2.1597,degKW
4.750,lamsoni_w,0.9062,-
4.750,nmot_w,1902.6488,rpm
4.750,raster_setA_10ms_count,15305,count
4.750,rl_w,50.5251,%
4.750,ti_1_w,2.6834,ms
4.750,wkr_w,2.2298,degKW
4.800,lamsoni_w,0.9053,-
4.800,nmot_w,1968.0211,rpm
4.800,raster_setA_10ms_count,15310,count
4.800,rl_w,53.2476,%
4.800,ti_1_w,2.7553,ms
4.800,wkr_w,2.4666,degKW
4.850,lamsoni_w,0.8952,-
4.850,nmot_w,2041.8786,rpm
4.850,raster_setA_10ms_count,15315,count
4.850,rl_w,55.5393,%
4.850,ti_1_w,2.8411,ms
4.850,wkr_w,2.5697,degKW
4.900,lamsoni_w,0.8942,-
4.900,nmot_w,2116.4545,rpm
4.900,raster_setA_10ms_count,15320,count
4.900,rl_w,57.7326,%
4.900,ti_1_w,2.9124,ms
4.900,wkr_w,2.5748,degKW
4.950,lamsoni_w,0.8830,-
4.950,nmot_w,2188.2105,rpm
4.950,raster_setA_10ms_count,15325,count
4.950,rl_w,60.0612,%
4.950,ti_1_w,2.9873,ms
4.950,wkr_w,2.8154,degKW
5.000,B_stend,1.0000,bit
5.000,lamsoni_w,0.8830,-
5.000,nmot_w,2254.6713,rpm
5.000,raster_setA_10ms_count,15330,count
5.000,rl_w,61.8868,%
5.000,ti_1_w,3.0636,ms
5.000,tmot_w,83.6104,degC
5.000,wkr_w,3.0303,degKW
5.050,lamsoni_w,0.8760,-
5.050,nmot_w,2258.1652,rpm
5.050,raster_setA_10ms_count,15335,count
5.050,rl_w,61.9801,%
5.050,ti_1_w,3.0664,ms
5.050,wkr_w,2.8646,degKW
5.100,lamsoni_w,0.8783,-
5.100,nmot_w,2266.4405,rpm
5.100,raster_setA_10ms_count,15340,count
5.100,rl_w,61.9576,%
5.100,ti_1_w,3.0691,ms
5.100,wkr_w,2.9643,degKW
5.150,lamsoni_w,0.8800,-
5.150,nmot_w,2270.8798,rpm
5.150,raster_setA_10ms_count,15345,count
5.150,rl_w,62.0150,%
5.150,ti_1_w,3.0713,ms
5.150,wkr_w,2.9273,degKW
5.200,lamsoni_w,0.8777,-
5.200,nmot_w,2272.6000,rpm
5.200,raster_setA_10ms_count,15350,count
5.200,rl_w,62.3753,%
5.200,ti_1_w,3.0660,ms
5.200,wkr_w,3.1111,degKW
5.250,lamsoni_w,0.8786,-
5.250,nmot_w,2287.1739,rpm
5.250,raster_setA_10ms_count,15355,count
5.250,rl_w,62.0346,%
5.250,ti_1_w,3.0683,ms
5.250,wkr_w,3.0513,degKW
5.300,lamsoni_w,0.8803,-
5.300,nmot_w,2288.0245,rpm
5.300,raster_setA_10ms_count,15360,count
5.300,rl_w,62.0743,%
5.300,ti_1_w,3.0715,ms
5.300,wkr_w,3.1182,degKW
5.350,lamsoni_w,0.8783,-
5.350,nmot_w,2294.2526,rpm
5.350,raster_setA_10ms_count,15365,count
5.350,rl_w,62.2908,%
5.350,ti_1_w,3.0693,ms
5.350,wkr_w,3.0886,degKW
5.400,lamsoni_w,0.8822,-
5.400,nmot_w,2301.6401,rpm
5.400,raster_setA_10ms_count,15370,count
5.400,rl_w,62.3906,%
5.400,ti_1_w,3.0688,ms
5.400,wkr_w,2.9747,degKW
5.450,lamsoni_w,0.8806,-
5.450,nmot_w,2297.9410,rpm
5.450,raster_setA_10ms_count,15375,count
5.450,rl_w,62.3204,%
5.450,ti_1_w,3.0767,ms
5.450,wkr_w,2.8988,degKW
5.500,B_stend,1.0000,bit
5.500,lamsoni_w,0.8827,-
5.500,nmot_w,2296.6386,rpm
5.500,raster_setA_10ms_count,15380,count
5.500,rl_w,62.2580,%
5.500,ti_1_w,3.0622,ms
5.500,tmot_w,83.7501,degC
5.500,wkr_w,2.9777,degKW
5.550,lamsoni_w,0.8801,-
5.550,nmot_w,2295.2371,rpm
5.550,raster_setA_10ms_count,15385,count
5.550,rl_w,61.6386,%
5.550,ti_1_w,3.0744,ms
5.550,wkr_w,2.8523,degKW
5.600,lamsoni_w,0.8833,-
5.600,nmot_w,2296.3696,rpm
5.600,raster_setA_10ms_count,15390,count
5.600,rl_w,62.0719,%
5.600,ti_1_w,3.0644,ms
5.600,wkr_w,2.8711,degKW
5.650,lamsoni_w,0.8787,-
5.650,nmot_w,2286.3442,rpm
5.650,raster_setA_10ms_count,15395,count
5.650,rl_w,62.3511,%
5.650,ti_1_w,3.0743,ms
5.650,wkr_w,3.1175,degKW
5.700,lamsoni_w,0.8839,-
5.700,nmot_w,2287.9412,rpm
5.700,raster_setA_10ms_count,15400,count
5.700,rl_w,61.9284,%
5.700,ti_1_w,3.0722,ms
5.700,wkr_w,2.9304,degKW
5.750,lamsoni_w,0.8823,-
5.750,nmot_w,2281.6995,rpm
5.750,raster_setA_10ms_count,15405,count
5.750,rl_w,62.1530,%
5.750,ti_1_w,3.0680,ms
5.750,wkr_w,3.0665,degKW
5.800,lamsoni_w,0.8796,-
5.800,nmot_w,2272.8183,rpm
5.800,raster_setA_10ms_count,15410,count
